name,version,rarity,card_number,set,image_url,available_items,price_from,price_trend,avg_30_days,avg_7_days,avg_1_day
Cryptic Coat,,Rare,50,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750918/750918.jpg,5430,"0,10 €","0,30 €","0,30 €","0,35 €","0,56 €"
Culvert Ambusher,,Uncommon,158,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752416/752416.jpg,6636,"0,02 €","0,09 €","0,05 €","0,08 €","0,06 €"
Curious Cadaver,,Uncommon,194,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753032/753032.jpg,6640,"0,02 €","0,03 €","0,03 €","0,03 €","0,05 €"
Curious Inquiry,,Uncommon,51,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752586/752586.jpg,8308,"0,02 €","0,11 €","0,12 €","0,10 €","0,08 €"
Deadly Complication,,Uncommon,195,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750671/750671.jpg,6734,"0,02 €","0,05 €","0,05 €","0,03 €","0,02 €"
Deadly Cover-Up,,Rare,83,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755756/755756.jpg,3181,"0,05 €","0,38 €","0,47 €","0,51 €","0,20 €"
Deduce,,Common,52,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752601/752601.jpg,11567,"0,02 €","0,10 €","0,14 €","0,16 €","0,10 €"
Defenestrated Phantom,,Common,11,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752606/752606.jpg,16084,"0,02 €","0,03 €","0,02 €","0,03 €","0,02 €"
"Delney, Streetwise Lookout",,Mythic,12,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751192/751192.jpg,284,"22,00 €","25,92 €","24,58 €","25,79 €","24,90 €"
Demand Answers,,Common,122,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750896/750896.jpg,5317,"0,08 €","0,36 €","0,34 €","0,36 €","0,36 €"
Detective's Satchel,,Uncommon,196,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750909/750909.jpg,8031,"0,02 €","0,17 €","0,11 €","0,13 €","0,20 €"
Dog Walker,,Common,197,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753033/753033.jpg,15637,"0,02 €","0,08 €","0,04 €","0,02 €","0,03 €"
Doorkeeper Thrull,,Rare,13,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751193/751193.jpg,1296,"0,30 €","1,59 €","1,48 €","1,64 €","1,34 €"
Doppelgang,,Rare,198,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750917/750917.jpg,2968,"0,10 €","0,51 €","0,49 €","0,52 €","0,57 €"
Drag the Canal,,Rare,199,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751874/751874.jpg,6554,"0,05 €","0,25 €","0,18 €","0,14 €","0,05 €"
Dramatic Accusation,,Common,53,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750661/750661.jpg,12776,"0,02 €","0,03 €","0,03 €","0,04 €","0,03 €"
Due Diligence,,Common,14,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752598/752598.jpg,16120,"0,02 €","0,04 €","0,03 €","0,05 €","0,02 €"
Elegant Parlor,,Rare,260,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750890/750890.jpg,1381,"6,90 €","8,53 €","8,60 €","8,61 €","7,15 €"
Eliminate the Impossible,,Uncommon,54,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753606/753606.jpg,8466,"0,02 €","0,07 €","0,07 €","0,08 €","0,10 €"
Escape Tunnel,,Common,261,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750932/750932.jpg,7830,£0.02,"0,23 €","0,22 €","0,21 €","0,35 €"
Essence of Antiquity,,Uncommon,15,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751841/751841.jpg,7509,"0,02 €","0,15 €","0,12 €","0,12 €","0,08 €"
"Etrata, Deadly Fugitive",,Mythic,200,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751876/751876.jpg,2028,"0,20 €","0,45 €","0,45 €","0,48 €","0,74 €"
Evidence Examiner,,Uncommon,201,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750936/750936.jpg,8551,"0,02 €","0,03 €","0,06 €","0,05 €","0,05 €"
Exit Specialist,,Uncommon,55,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752584/752584.jpg,7798,"0,02 €","0,11 €","0,12 €","0,12 €","0,10 €"
Expedited Inheritance,,Mythic,123,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750665/750665.jpg,3529,"0,12 €","0,32 €","0,29 €","0,29 €","0,33 €"
Expose the Culprit,,Uncommon,124,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753023/753023.jpg,6230,"0,02 €","0,11 €","0,10 €","0,07 €","0,02 €"
Extract a Confession,,Common,84,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752490/752490.jpg,8675,"0,02 €","0,26 €","0,21 €","0,21 €","0,15 €"
"Ezrim, Agency Chief",,Rare,202,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752582/752582.jpg,5547,"0,05 €","0,15 €","0,13 €","0,16 €","0,23 €"
Fae Flight,,Uncommon,56,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752590/752590.jpg,5104,"0,02 €","0,24 €","0,17 €","0,25 €","0,31 €"
Faerie Snoop,,Common,203,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751990/751990.jpg,15851,"0,02 €","0,02 €","0,05 €","0,03 €","0,03 €"
Fanatical Strength,,Common,159,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751201/751201.jpg,12013,£0.02,"0,04 €","0,04 €","0,02 €","0,02 €"
Felonious Rage,,Common,125,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750908/750908.jpg,14524,£0.02,"0,10 €","0,14 €","0,08 €","0,28 €"
Festerleech,,Uncommon,85,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750889/750889.jpg,8275,"0,02 €","0,19 €","0,09 €","0,19 €","0,10 €"
Flotsam // Jetsam,,Uncommon,247,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752002/752002.jpg,7096,"0,02 €","0,13 €","0,11 €","0,13 €","0,10 €"
Flourishing Bloom-Kin,,Uncommon,160,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750667/750667.jpg,7344,"0,02 €","0,10 €","0,14 €","0,11 €","0,02 €"
Forensic Gadgeteer,,Rare,57,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753012/753012.jpg,2082,"0,30 €","1,51 €","1,36 €","1,49 €","1,59 €"
Forensic Researcher,,Uncommon,58,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752576/752576.jpg,7516,"0,02 €","0,15 €","0,14 €","0,15 €","0,16 €"
Forest,V.1,Land,276,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750685/750685.jpg,13108,"0,02 €","0,12 €","0,20 €","0,14 €","0,13 €"
Forest,V.2,Land,285,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751160/751160.jpg,6512,"0,02 €","0,09 €","0,11 €","0,05 €","0,02 €"
Forest,V.3,Land,286,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751161/751161.jpg,6339,"0,02 €","0,07 €","0,05 €","0,08 €","0,02 €"
Forum Familiar,,Uncommon,16,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751842/751842.jpg,8329,"0,02 €","0,09 €","0,08 €","0,08 €","0,05 €"
Frantic Scapegoat,,Uncommon,126,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750929/750929.jpg,5815,£0.02,"0,10 €","0,15 €","0,12 €","0,19 €"
Fugitive Codebreaker,,Rare,127,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752592/752592.jpg,4629,"0,08 €","0,28 €","0,20 €","0,25 €","0,29 €"
Furtive Courier,,Uncommon,59,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751310/751310.jpg,8517,"0,02 €","0,04 €","0,04 €","0,06 €","0,06 €"
Fuss // Bother,,Uncommon,248,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753041/753041.jpg,8401,£0.02,"0,13 €","0,07 €","0,15 €","0,05 €"
Gadget Technician,,Common,204,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751203/751203.jpg,15801,"0,02 €","0,07 €","0,04 €","0,06 €","0,04 €"
Galvanize,,Common,128,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751860/751860.jpg,15465,"0,02 €","0,04 €","0,07 €","0,03 €","0,03 €"
Gearbane Orangutan,,Common,129,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750922/750922.jpg,15208,"0,02 €","0,09 €","0,07 €","0,10 €","0,25 €"
Get a Leg Up,,Uncommon,161,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752450/752450.jpg,7719,"0,02 €","0,12 €","0,12 €","0,11 €","0,19 €"
Gleaming Geardrake,,Uncommon,205,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750905/750905.jpg,5623,"0,02 €","0,17 €","0,17 €","0,20 €","0,21 €"
Glint Weaver,,Uncommon,162,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751867/751867.jpg,8148,"0,02 €","0,10 €","0,13 €","0,15 €","0,24 €"
Goblin Maskmaker,,Common,130,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751199/751199.jpg,15820,"0,02 €","0,09 €","0,03 €","0,03 €","0,06 €"
Granite Witness,,Common,206,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750672/750672.jpg,15578,"0,02 €","0,06 €","0,03 €","0,04 €","0,20 €"
Gravestone Strider,,Common,252,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751992/751992.jpg,15834,"0,02 €","0,05 €","0,05 €","0,10 €","0,03 €"
Greenbelt Radical,,Uncommon,163,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751999/751999.jpg,8018,"0,02 €","0,12 €","0,11 €","0,11 €","0,02 €"
Griffnaut Tracker,,Common,17,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753608/753608.jpg,16053,"0,02 €","0,02 €","0,02 €","0,02 €","0,03 €"
Haazda Vigilante,,Common,18,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752455/752455.jpg,16187,"0,02 €","0,06 €","0,03 €","0,06 €","0,24 €"
Hard-Hitting Question,,Uncommon,164,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752442/752442.jpg,5459,"0,02 €","0,22 €","0,20 €","0,25 €","0,49 €"
Harried Dronesmith,,Uncommon,131,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751373/751373.jpg,8153,£0.02,"0,10 €","0,08 €","0,06 €","0,05 €"
Hedge Maze,,Rare,262,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751362/751362.jpg,1195,"9,50 €","11,20 €","11,20 €","11,21 €","10,96 €"
Hedge Whisperer,,Uncommon,165,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752591/752591.jpg,8533,"0,02 €","0,06 €","0,11 €","0,04 €","0,05 €"
Hide in Plain Sight,,Rare,166,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751316/751316.jpg,6562,"0,05 €","0,22 €","0,18 €","0,15 €","0,17 €"
Homicide Investigator,,Rare,86,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751985/751985.jpg,6180,"0,04 €","0,09 €","0,12 €","0,11 €","0,02 €"
Hotshot Investigators,,Common,60,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752597/752597.jpg,16193,"0,02 €","0,06 €","0,04 €","0,04 €","0,05 €"
Hunted Bonebrute,,Rare,87,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751197/751197.jpg,5769,"0,09 €","0,25 €","0,20 €","0,18 €","0,24 €"
Hustle // Bustle,,Uncommon,249,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751983/751983.jpg,8490,"0,02 €","0,06 €","0,04 €","0,06 €","0,08 €"
Ill-Timed Explosion,,Rare,207,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751361/751361.jpg,4039,£0.10,"0,27 €","0,28 €","0,26 €","0,17 €"
Illicit Masquerade,,Rare,88,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751986/751986.jpg,6062,"0,02 €","0,26 €","0,25 €","0,22 €","0,28 €"
Incinerator of the Guilty,,Mythic,132,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751315/751315.jpg,1721,"0,48 €","0,98 €","0,87 €","0,87 €","0,78 €"
Innocent Bystander,,Common,133,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752595/752595.jpg,15832,"0,02 €","0,04 €","0,03 €","0,03 €","0,02 €"
Inside Source,,Common,19,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752594/752594.jpg,15898,"0,02 €","0,09 €","0,04 €","0,04 €","0,20 €"
Insidious Roots,,Uncommon,208,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753603/753603.jpg,2765,"0,70 €","1,45 €","1,38 €","1,39 €","1,65 €"
Intrude on the Mind,,Mythic,61,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750662/750662.jpg,2929,"0,09 €","0,47 €","0,31 €","0,43 €","0,38 €"
Island,V.1,Land,273,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750682/750682.jpg,11027,"0,05 €","0,20 €","0,21 €","0,23 €","0,22 €"
Island,V.2,Land,279,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751154/751154.jpg,7542,"0,02 €","0,06 €","0,06 €","0,07 €","0,08 €"
Island,V.3,Land,280,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751155/751155.jpg,7722,"0,02 €","0,03 €","0,03 €","0,04 €","0,05 €"
It Doesn't Add Up,,Uncommon,89,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753607/753607.jpg,6486,"0,02 €","0,08 €","0,08 €","0,07 €","0,08 €"
"Izoni, Center of the Web",,Rare,209,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753034/753034.jpg,5745,"0,05 €","0,22 €","0,17 €","0,19 €","0,20 €"
Jaded Analyst,,Common,62,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751195/751195.jpg,16232,"0,02 €","0,02 €","0,03 €","0,02 €","0,04 €"
"Judith, Carnage Connoisseur",,Rare,210,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752000/752000.jpg,3796,"0,10 €","0,27 €","0,27 €","0,27 €","0,25 €"
Karlov Watchdog,,Uncommon,20,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753004/753004.jpg,8385,"0,02 €","0,07 €","0,06 €","0,07 €","0,06 €"
"Kaya, Spirits' Justice",,Mythic,211,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750924/750924.jpg,2465,"0,25 €","0,47 €","0,48 €","0,46 €","0,28 €"
"Kellan, Inquisitive Prodigy // Tail the Suspect",,Rare,212,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750902/750902.jpg,3861,"0,10 €","0,25 €","0,26 €","0,27 €","0,32 €"
Knife,,Uncommon,134,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751862/751862.jpg,8321,"0,02 €","0,06 €","0,07 €","0,05 €","0,09 €"
Kraul Whipcracker,V.1,Uncommon,213,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750904/750904.jpg,3437,"0,02 €","0,13 €","0,14 €","0,15 €","0,10 €"
Kraul Whipcracker,V.2,Uncommon,213,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755763/755763.jpg,3078,£0.02,"0,13 €","0,10 €","0,14 €","0,14 €"
"Krenko, Baron of Tin Street",,Rare,135,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750887/750887.jpg,5699,"0,05 €","0,17 €","0,22 €","0,17 €","0,19 €"
Krenko's Buzzcrusher,,Rare,136,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750938/750938.jpg,5473,"0,05 €","0,17 €","0,19 €","0,19 €","0,05 €"
Krovod Haunch,,Uncommon,21,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751996/751996.jpg,8500,£0.02,"0,08 €","0,07 €","0,05 €","0,05 €"
"Kylox, Visionary Inventor",,Rare,214,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755764/755764.jpg,6346,"0,02 €","0,12 €","0,10 €","0,09 €","0,03 €"
Kylox's Voltstrider,,Mythic,215,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750914/750914.jpg,3688,£0.02,"0,14 €","0,19 €","0,16 €","0,10 €"
Lamplight Phoenix,,Rare,137,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753024/753024.jpg,6806,£0.02,"0,17 €","0,13 €","0,19 €","0,15 €"
"Lazav, Wearer of Faces",,Rare,216,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752412/752412.jpg,5551,"0,05 €","0,17 €","0,22 €","0,18 €","0,17 €"
Lead Pipe,,Uncommon,90,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750931/750931.jpg,8567,"0,02 €","0,05 €","0,05 €","0,04 €","0,02 €"
Leering Onlooker,,Uncommon,91,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750664/750664.jpg,9034,"0,02 €","0,07 €","0,07 €","0,05 €","0,06 €"
Leyline of the Guildpact,,Rare,217,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751959/751959.jpg,3011,"1,99 €","3,18 €","3,11 €","3,16 €","3,54 €"
Lightning Helix,,Uncommon,218,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752604/752604.jpg,6686,"0,02 €","0,21 €","0,17 €","0,21 €","0,12 €"
Living Conundrum,,Uncommon,63,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751374/751374.jpg,8796,"0,02 €","0,09 €","0,07 €","0,08 €","0,04 €"
Long Goodbye,,Uncommon,92,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753605/753605.jpg,6363,"0,02 €","0,36 €","0,32 €","0,30 €","0,50 €"
Lost in the Maze,,Rare,64,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752593/752593.jpg,5393,"0,05 €","0,24 €","0,22 €","0,26 €","0,17 €"
Loxodon Eavesdropper,,Common,168,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750892/750892.jpg,15834,"0,02 €","0,06 €","0,04 €","0,07 €","0,02 €"
Lumbering Laundry,,Uncommon,253,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753043/753043.jpg,8627,"0,02 €","0,02 €","0,03 €","0,02 €","0,05 €"
Lush Portico,,Rare,263,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750920/750920.jpg,1474,"4,99 €","6,79 €","6,50 €","6,55 €","6,57 €"
Macabre Reconstruction,,Common,93,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750906/750906.jpg,15713,"0,02 €","0,05 €","0,05 €","0,04 €","0,10 €"
Magnetic Snuffler,,Uncommon,254,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752602/752602.jpg,6556,"0,02 €","0,10 €","0,06 €","0,08 €","0,02 €"
Magnifying Glass,,Common,255,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751208/751208.jpg,17483,"0,02 €","0,03 €","0,03 €","0,03 €","0,03 €"
Make Your Move,,Common,22,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751846/751846.jpg,15388,"0,02 €","0,08 €","0,05 €","0,08 €","0,05 €"
Makeshift Binding,,Common,23,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753005/753005.jpg,12540,"0,02 €","0,09 €","0,04 €","0,08 €","0,05 €"
Marketwatch Phantom,,Common,24,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753006/753006.jpg,16012,"0,02 €","0,05 €","0,04 €","0,09 €","0,25 €"
"Massacre Girl, Known Killer",,Mythic,94,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751368/751368.jpg,1580,"2,74 €","4,07 €","3,86 €","3,99 €","4,28 €"
Meddling Youths,,Uncommon,219,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750677/750677.jpg,6580,"0,02 €","0,03 €","0,05 €","0,03 €","0,05 €"
Meticulous Archive,,Rare,264,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750891/750891.jpg,846,"14,00 €","16,69 €","15,97 €","16,40 €","17,76 €"
Mistway Spy,,Uncommon,65,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751984/751984.jpg,8208,"0,02 €","0,04 €","0,07 €","0,07 €","0,02 €"
Mountain,V.1,Land,275,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750684/750684.jpg,10934,"0,03 €","0,19 €","0,23 €","0,20 €","0,23 €"
Mountain,V.2,Land,283,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751158/751158.jpg,7076,"0,02 €","0,05 €","0,07 €","0,05 €","0,06 €"
Mountain,V.3,Land,284,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751159/751159.jpg,6624,"0,02 €","0,05 €","0,05 €","0,05 €","0,06 €"
Murder,,Common,95,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750901/750901.jpg,12910,£0.02,"0,06 €","0,03 €","0,02 €","0,05 €"
Museum Nightwatch,,Common,25,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750884/750884.jpg,15959,"0,02 €","0,04 €","0,03 €","0,03 €","0,02 €"
Neighborhood Guardian,,Uncommon,26,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751365/751365.jpg,6430,"0,02 €","0,12 €","0,09 €","0,16 €","0,25 €"
Nervous Gardener,,Common,169,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750937/750937.jpg,17270,"0,02 €","0,10 €","0,06 €","0,06 €","0,20 €"
Nightdrinker Moroii,,Uncommon,96,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753016/753016.jpg,8594,"0,02 €","0,02 €","0,03 €","0,03 €","0,05 €"
"Niv-Mizzet, Guildpact",,Rare,220,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750679/750679.jpg,5598,£0.05,"0,22 €","0,21 €","0,20 €","0,25 €"
No More Lies,,Uncommon,221,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753060/753060.jpg,5810,£0.08,"0,52 €","0,50 €","0,45 €","0,54 €"
No Witnesses,,Rare,27,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752603/752603.jpg,6660,"0,05 €","0,12 €","0,15 €","0,11 €","0,06 €"
Not on My Watch,,Uncommon,28,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751194/751194.jpg,5675,"0,02 €","0,18 €","0,14 €","0,18 €","0,32 €"
Novice Inspector,,Common,29,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750656/750656.jpg,9315,£0.02,"0,28 €","0,25 €","0,31 €","0,38 €"
Offender at Large,,Common,138,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752578/752578.jpg,16017,"0,02 €","0,02 €","0,03 €","0,04 €","0,05 €"
Officious Interrogation,,Rare,222,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750903/750903.jpg,5791,"0,05 €","0,16 €","0,18 €","0,17 €","0,15 €"
On the Job,,Common,30,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750657/750657.jpg,12516,£0.02,"0,08 €","0,04 €","0,12 €","0,25 €"
Out Cold,,Common,66,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751849/751849.jpg,15274,"0,02 €","0,14 €","0,06 €","0,05 €","0,03 €"
Outrageous Robbery,,Rare,97,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750919/750919.jpg,3311,"0,08 €","0,35 €","0,34 €","0,31 €","0,22 €"
Perimeter Enforcer,,Uncommon,31,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753007/753007.jpg,8538,"0,02 €","0,05 €","0,04 €","0,05 €","0,06 €"
Person of Interest,,Common,139,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752486/752486.jpg,16064,"0,02 €","0,02 €","0,03 €","0,02 €","0,02 €"
Persuasive Interrogators,,Uncommon,98,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752589/752589.jpg,6153,"0,02 €","0,13 €","0,12 €","0,11 €","0,11 €"
Pick Your Poison,,Common,170,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751366/751366.jpg,11867,"0,02 €","0,32 €","0,34 €","0,32 €","0,32 €"
Plains,V.1,Land,272,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750915/750915.jpg,9433,"0,03 €","0,25 €","0,26 €","0,27 €","0,37 €"
Plains,V.2,Land,277,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750686/750686.jpg,8917,"0,02 €","0,03 €","0,08 €","0,06 €","0,06 €"
Plains,V.3,Land,278,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751153/751153.jpg,7912,"0,02 €","0,03 €","0,08 €","0,06 €","0,06 €"
Polygraph Orb,,Uncommon,99,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751313/751313.jpg,8766,£0.02,"0,02 €","0,04 €","0,02 €","0,02 €"
Pompous Gadabout,,Uncommon,171,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751869/751869.jpg,8599,"0,02 €","0,04 €","0,03 €","0,05 €","0,05 €"
Presumed Dead,,Uncommon,100,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751856/751856.jpg,8136,"0,02 €","0,20 €","0,13 €","0,17 €","0,10 €"
Private Eye,,Uncommon,223,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753035/753035.jpg,8289,"0,02 €","0,06 €","0,08 €","0,06 €","0,10 €"
Proft's Eidetic Memory,,Rare,67,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750663/750663.jpg,996,"1,48 €","2,66 €","2,54 €","2,50 €","2,45 €"
